       PRN01       PRN02       PRN03       PRN04       PRN05       PRN06       PRN07       PRN08       PRN09       PRN10       PRN11       PRN12       PRN13       PRN14       PRN15       PRN16       PRN17       PRN18       PRN19       PRN20       PRN21       PRN22       PRN23       PRN24       PRN25       PRN26       PRN27       PRN28       PRN29       PRN30       PRN31       PRN32
   -6.689700   19.194406  -35.448259   32.294256   62.106845  -17.870930   62.787491   53.849875   54.703626   45.469995   24.442451  -27.686925   61.372264   35.062448   52.576916   52.049341  -38.284530   52.950924  -56.321391   77.089428   29.118404   11.110276   50.187064   -0.615517   11.555340   50.277670   53.126031   18.359322   50.294155   77.947669   37.448372   -4.191627
   -6.400953   19.475909  -35.515260   32.042709   62.196391  -18.177662   62.727351   53.874906   54.512886   45.533928   24.126004  -27.900483   61.385321   35.386321   52.624535   52.036457  -38.019657   52.959670  -56.243618   76.939517   29.374101   11.442516   50.209143   -0.371733   11.279194   50.259284   53.126114   18.115769   50.250734   77.772007   37.289780   -4.033272
   -6.112020   19.756785  -35.579881   31.790607   62.286926  -18.484035   62.667849   53.899121   54.320585   45.597099   23.809481  -28.112789   61.398163   35.710145   52.671580   52.023549  -37.753906   52.968393  -56.162869   76.783930   29.628542   11.774902   50.231088   -0.127317   11.002960   50.240800   53.126123   17.872173   50.206643   77.597549   37.129776   -3.873553
   -5.822906   20.037019  -35.642113   31.537961   62.378458  -18.790045   62.608978   53.922537   54.126738   45.659518   23.492886  -28.323830   61.410799   36.033915   52.718061   52.010617  -37.487291   52.977093  -56.079166   76.622820   29.881707   12.107431   50.252902    0.117722   10.726651   50.222215   53.126059   17.628554   50.161872   77.424305   36.968366   -3.712482
   -5.533620   20.316600  -35.701948   31.284783   62.470994  -19.095686   62.550730   53.945171   53.931360   45.721198   23.176224  -28.533590   61.423241   36.357627   52.763989   51.997661  -37.219825   52.985769  -55.992530   76.456344   30.133580   12.440100   50.274586    0.363378   10.450279   50.203529   53.125923   17.384930   50.116409   77.252281   36.805554   -3.550067
   -5.244167   20.595514  -35.759377   31.031084   62.564540  -19.400956   62.493097   53.967041   53.734466   45.782150   22.859499  -28.742056   61.435501   36.681279   52.809372   51.984680  -36.951522   52.994422  -55.902984   76.284655   30.384141   12.772906   50.296143    0.609640   10.173859   50.184741   53.125714   17.141319   50.070243   77.081485   36.641344   -3.386321
   -4.954554   20.873749  -35.814391   30.776877   62.659104  -19.705849   62.436071   53.988163   53.536069   45.842385   22.542714  -28.949212   61.447588   37.004865   52.854221   51.971673  -36.682393   53.003052  -55.810549   76.107907   30.633372   13.105849   50.317573    0.856502    9.897402   50.165849   53.125435   16.897739   50.023363   76.911923   36.475742   -3.221253
   -4.664789   21.151291  -35.866983   30.522174   62.754692  -20.010361   62.379646   54.008555   53.336185   45.901914   22.225875  -29.155045   61.459514   37.328383   52.898546   51.958641  -36.412451   53.011658  -55.715251   75.926252   30.881257   13.438924   50.338879    1.103956    9.620921   50.146852   53.125085   16.654207   49.975757   76.743601   36.308753   -3.054874
   -4.374877   21.428127  -35.917145   30.266985   62.851310  -20.314487   62.323814   54.028233   53.134829   45.960747   21.908985  -29.359539   61.471289   37.651826   52.942356   51.945583  -36.141709   53.020241  -55.617111   75.739841   31.127776   13.772130   50.360063    1.351992    9.344428   50.127749   53.124664   16.410741   49.927413   76.576525   36.140385   -2.887195
   -4.084827   21.704243  -35.964869   30.011322   62.948963  -20.618223   62.268568   54.047214   52.932016   46.018897   21.592048  -29.562679   61.482922   37.975192   52.985660   51.932498  -35.870179   53.028801  -55.516155   75.548823   31.372912   14.105464   50.381126    1.600604    9.067935   50.108539   53.124175   16.167360   49.878319   76.410699   35.970644   -2.718227
