       PRN01       PRN02       PRN03       PRN04       PRN05       PRN06       PRN07       PRN08       PRN09       PRN10       PRN11       PRN12       PRN13       PRN14       PRN15       PRN16       PRN17       PRN18       PRN19       PRN20       PRN21       PRN22       PRN23       PRN24       PRN25       PRN26       PRN27       PRN28       PRN29       PRN30       PRN31       PRN32
   13.448370   30.300203   -2.078967   40.992489   61.989126   -7.626965   47.410742   44.412293   44.027468   26.773607   24.605389  -55.133113   75.454308   38.919552   60.067059   47.639146   -8.056456   55.810488  -32.530850   55.489671   34.400993   24.460625   53.135552  -18.708061  -21.161124   47.365867   46.450061    3.688911   56.342951   49.750415   30.674164  -34.572658
   13.676898   30.463691   -2.228926   40.949574   61.960972   -7.875548   47.401655   44.428961   44.006137   27.015425   24.315877  -55.293623   75.387922   39.037728   60.387479   47.640967   -7.776672   55.867803  -32.355156   55.445374   34.526653   24.696531   53.294811  -18.415193  -21.440021   47.345995   46.464024    3.413668   56.039421   49.730810   30.494570  -34.528713
   13.905453   30.625748   -2.377632   40.906226   61.933261   -8.123441   47.392553   44.445553   43.984689   27.256736   24.026235  -55.451919   75.316036   39.154526   60.707676   47.642709   -7.496407   55.925715  -32.177816   55.400375   34.650927   24.931443   53.452497  -18.121906  -21.718635   47.325607   46.477990    3.138227   55.735115   49.711239   30.313561  -34.482359
   14.134015   30.786370   -2.525073   40.862439   61.905987   -8.370632   47.383439   44.462069   43.963120   27.497532   23.736469  -55.607971   75.238787   39.269951   61.027647   47.644370   -7.215672   55.984232  -31.998849   55.354659   34.773821   25.165350   53.608603  -17.828205  -21.996963   47.304693   46.491960    2.862596   55.430053   49.691704   30.131142  -34.433601
   14.362566   30.945551   -2.671240   40.818205   61.879143   -8.617113   47.374310   44.478511   43.941430   27.737802   23.446587  -55.761748   75.156321   39.384011   61.347386   47.645951   -6.934482   56.043361  -31.818270   55.308212   34.895344   25.398239   53.763121  -17.534093  -22.275001   47.283242   46.505933    2.586784   55.124256   49.672207   29.947321  -34.382448
   14.591084   31.103289   -2.816123   40.773519   61.852724   -8.862872   47.365168   44.494880   43.919618   27.977535   23.156594  -55.913223   75.068784   39.496711   61.666888   47.647449   -6.652849   56.103111  -31.636097   55.261022   35.015505   25.630101   53.916045  -17.239575  -22.552744   47.261246   46.519910    2.310800   54.817743   49.652748   29.762104  -34.328907
   14.819551   31.259578   -2.959710   40.728374   61.826724   -9.107901   47.356012   44.511176   43.897680   28.216721   22.866497  -56.062364   74.976325   39.608058   61.986148   47.648864   -6.370785   56.163490  -31.452345   55.213073   35.134312   25.860924   54.067367  -16.944655  -22.830190   47.238695   46.533892    2.034651   54.510533   49.633330   29.575498  -34.272986
   15.047944   31.414418   -3.101993   40.682761   61.801135   -9.352188   47.346842   44.527400   43.875616   28.455349   22.576303  -56.209142   74.879096   39.718058   62.305163   47.650195   -6.088304   56.224505  -31.267032   55.164352   35.251774   26.090698   54.217082  -16.649337  -23.107334   47.215577   46.547879    1.758347   54.202645   49.613953   29.387513  -34.214694
   15.276245   31.567805   -3.242962   40.636676   61.775953   -9.595725   47.337659   44.543553   43.853424   28.693409   22.286018  -56.353528   74.777250   39.826718   62.623926   47.651441   -5.805419   56.286166  -31.080174   55.114845   35.367900   26.319410   54.365182  -16.353625  -23.384171   47.191883   46.561871    1.481896   53.894096   49.594618   29.198154  -34.154039
   15.504432   31.719737   -3.382605   40.590110   61.751171   -9.838499   47.328463   44.559635   43.831102   28.930891   21.995648  -56.495493   74.670942   39.934046   62.942434   47.652600   -5.522142   56.348480  -30.891787   55.064539   35.482700   26.547051   54.511662  -16.057522  -23.660699   47.167602   46.575869    1.205306   53.584905   49.575328   29.007432  -34.091031
